,District,Soil_Type,pH_Level,Organic_Matter(%),Nitrogen_Content(kg/ha),Phosphorus_Content(kg/ha),Potassium_Content(kg/ha)
390,Jaipur,Clay,7.620102921973111,2.626566412384122,33.94959861090426,24.847845128764533,41.63427700305218
398,Jaipur,Saline,6.450321867790487,2.341611507394404,29.42598875620468,22.833858630920897,36.713137230026376
400,Jaipur,Saline,7.288120158988648,1.773292945808073,21.021784136849924,18.34954904149281,43.66414540910873
401,Jaipur,Sandy,6.862883940461602,2.5242413255252965,32.43887410542169,16.328833390144812,39.292351813310766
405,Jaipur,Saline,6.882744000788802,1.4840168580764104,27.798703978068,26.44037862426189,40.07254499631327
413,Jaipur,Clay,7.397561668067642,2.0156979327663884,38.03789153199755,19.897197213247463,41.44591836559363
415,Jaipur,Sandy,7.550395536322403,2.02064372779372,35.18579449329121,21.672192574242608,47.39035949178222
466,Jaipur,Loamy,7.230619581326952,1.8725265147982053,31.28085302847139,25.96655502963563,36.14129592701609
474,Jaipur,Black lava soil,6.878876733225385,1.4372064429840157,24.518898375657173,19.66064309150259,42.15815814818799
478,Jaipur,Alkaline,7.150292729938356,2.0808492633523765,30.51429288966167,20.746709555299404,32.94471584466959
488,Jaipur,Clay,7.199027779032411,1.6833843016425114,25.746933735240265,17.294965671085503,43.778329193721575
490,Jaipur,Sandy,7.279075536379588,2.055443191414209,38.522960466486886,14.459437708705654,44.88020359677974
493,Jaipur,Black lava soil,7.4893776103618785,2.14676876498432,31.24708843842521,18.36663376245478,40.62376049831967
507,Jaipur,Loamy,8.750450248967141,1.4721802551007015,28.23157120216497,13.837843804179998,44.76230985268084
512,Jaipur,Chalky (Calcareous),6.977235257162974,1.986869603365074,26.877447724557115,23.734904200523548,40.15745781130998
519,Jaipur,Chalky (Calcareous),6.62861401305948,2.2047192653211263,28.616641141404276,20.566971959833445,42.29497000837146
523,Jaipur,Sandy,6.223225201972051,1.9158075387635736,28.369937520915755,21.95183097197688,39.23047386512656
533,Jaipur,Black lava soil,6.781873067535941,2.346961616595629,33.58294669879826,11.348686347578274,46.66942872750286
544,Jaipur,Black lava soil,7.283063268510405,2.861077548904097,26.164662722998496,16.980808512534068,37.76019330775012
562,Jaipur,Loamy,8.05160878602683,2.7209712009763005,31.094819579279875,15.790891840659238,27.82343834108556
595,Jaipur,Loamy,7.180707087427485,2.8266548185892653,33.11543673944548,21.199288729246483,42.43154996675111
607,Jaipur,Saline,7.534668580857674,2.431271742307585,21.525132807416934,24.10116199152992,44.08653101869163
615,Jaipur,Chalky (Calcareous),7.114590598635656,1.3608236855988378,25.52286019537479,13.3171574984254,46.68328678879492
618,Jaipur,Alkaline,7.872680362038938,2.046761748219305,29.18648149215454,15.644034849961846,40.360766184108805
625,Jaipur,Chalky (Calcareous),7.110952607083643,2.5859050716369225,37.49048816743892,15.91922505485978,32.72472697454724
633,Jaipur,Clay,7.194120180247707,2.5679739229719107,29.230011674010843,19.19022591529336,42.192063497483225
661,Jaipur,Loamy,7.9892289028332755,1.5947356850891867,34.28487768491393,19.65776753666792,40.143877820405
667,Jaipur,Sandy,7.542047194125098,2.3454554786960964,27.77596580914755,20.69514343476563,39.77438554837974
674,Jaipur,Black lava soil,7.370530601710804,1.90607029949564,35.59447298965335,26.372142133437908,39.14163173037608
685,Jaipur,Black lava soil,7.754844615612328,1.592800906276838,37.50421515140189,26.764002674483628,37.66712964398612
686,Jaipur,Alkaline,7.185664876484569,0.6909334006538601,22.59209614224316,13.30265112521122,40.67595170493693
687,Jaipur,Saline,7.336883147779321,1.3273322562923793,28.594179787677213,22.526685738236743,42.639196749577934
689,Jaipur,Alkaline,7.050986386837771,1.6169773987998002,27.693664747508464,8.736033026343303,41.67984086720288
695,Jaipur,Clay,7.8079835030234195,2.5185907028245254,25.447566482342395,18.77985823914433,41.47359626451151
697,Jaipur,Saline,8.749215241860748,1.885997136595141,22.96511268948006,22.01134038600649,46.60497894770355
713,Jaipur,Alkaline,7.853615686902138,2.737556182154928,29.032861857093973,21.09194493772087,46.44431712603152
725,Jaipur,Loamy,6.475242741905838,2.1867668417058845,37.27717241957662,17.04490772133284,42.20029964511573
748,Jaipur,Clay,6.644698322781743,1.8034548996492688,22.160058672198662,12.537688649970036,34.99342672901017
759,Jaipur,Loamy,8.199613975035579,2.769571172905325,37.86199105135164,18.589371115330444,46.15351452492235
760,Jaipur,Loamy,7.025523586115661,1.5465485626389694,18.247720736878197,28.364341009492648,35.68010075461961
774,Jaipur,Clay,7.704532469167028,2.3333139417284454,23.25037181069364,17.724005475919206,33.26373041209325
784,Jaipur,Sandy,7.628686553208674,1.6845767985264055,32.1617635710017,16.414090496387644,29.838231178508074
797,Jaipur,Chalky (Calcareous),7.222491649227945,1.2988153582880877,40.45547136366238,19.88781974009713,39.71024729118641
798,Jaipur,Sandy,7.794038337583916,2.481172584633285,34.7294407827732,25.36810971953786,36.84577224604572
804,Jaipur,Clay,8.524354128849426,1.1872538649000837,27.216106135783168,20.16319418345436,45.68690548814457
805,Jaipur,Saline,7.699734686301093,2.155236377090376,24.363681037229263,14.215293013852644,41.61252330144952
806,Jaipur,Clay,6.817947003090821,1.7340611248553357,32.504586645429285,15.08837863861612,48.02677981180904
825,Jaipur,Chalky (Calcareous),6.532956127270212,2.0115403294752103,33.124517973270216,20.96724287495898,46.54932584716767
826,Jaipur,Chalky (Calcareous),7.462827335120738,1.9077242789070277,32.96164773506672,20.49656907475675,38.04795630859765
852,Jaipur,Nitrogenous,8.49181682621801,2.005940217258896,31.93293114952596,26.796487996824027,39.26430247592946
864,Jaipur,Sandy,7.817664597608103,1.941166348903573,27.722664718751297,21.22478546586002,42.37316742783396
876,Jaipur,Saline,7.965832983434048,2.1976868405928327,28.43661415173362,16.02005544995623,38.75513172359663
883,Jaipur,Nitrogenous,6.618381650548257,2.391013693787064,25.441913489230487,19.900408018501345,38.76059940460669
885,Jaipur,Alkaline,7.769882256414171,1.8367320737327144,24.14537553096273,21.01191685299348,32.21524456646761
892,Jaipur,Sandy,7.197160000032101,1.9839788146597568,24.095137581678078,14.241594454828284,50.55648167049792
902,Jaipur,Loamy,8.372430703311746,3.2024187711269865,31.086039687642003,17.67616388044136,34.11386791274395
910,Jaipur,Chalky (Calcareous),7.671053019825209,2.9586295742130613,22.372141459694586,14.229183076102291,44.27600753874131
927,Jaipur,Nitrogenous,7.291108493743191,1.4511945088621363,28.191859453137276,27.17785496581812,30.857970595790185
937,Jaipur,Nitrogenous,7.951135699971727,1.750063784794574,32.71516139644826,18.83051099773203,39.01953394661531
940,Jaipur,Sandy,7.945931511080374,1.4433525829426843,26.71482381491338,24.972791178708107,36.19119814658677
948,Jaipur,Nitrogenous,7.854705490293303,1.929723257248784,26.843794318796498,22.99725343160852,41.92855420265726
976,Jaipur,Black lava soil,6.83996140613135,1.8806236989682827,36.4279111718084,19.71469354284422,40.707978933699415
978,Jaipur,Nitrogenous,7.583318947655919,2.529975084881188,24.029066742940778,14.936777792784552,30.322850201430967
980,Jaipur,Saline,6.756069148254689,1.4374069491344192,31.944094551318567,14.130633368469857,45.56317152601651
981,Jaipur,Clay,7.464439854584832,2.042797351972262,28.60813516196053,23.86423919271861,43.91579943888505
994,Jaipur,Alkaline,8.298698646610811,2.3223449016421167,26.726151121880253,17.446957503512103,40.39957631870018
999,Jaipur,Nitrogenous,8.604927832874232,2.1634972566350488,25.824377480138825,28.26456525615211,50.38888792599222
