,District,Soil_Type,pH_Level,Organic_Matter(%),Nitrogen_Content(kg/ha),Phosphorus_Content(kg/ha),Potassium_Content(kg/ha)
297,Alwar,Black lava soil,6.702622020918334,2.21034981550924,27.110396115836448,24.40573360406685,40.00662844367204
314,Alwar,Alkaline,7.20179429601556,1.8504091137862828,34.044596346963594,17.077723540747808,36.253211552886114
339,Alwar,Sandy,7.40090216181014,2.255078734457592,36.36285081464285,20.631570997416,37.65434572894795
348,Alwar,Clay,7.759435590220061,2.2479025105137853,30.008095156784705,22.073864453943955,48.02169554154298
376,Alwar,Clay,7.99689110726522,2.6869571926057247,25.738066169629484,22.37682805346005,43.16227108321151
392,Alwar,Chalky (Calcareous),7.340625842376934,1.4850940757290774,29.383279679769448,21.54523721516327,36.72156140269279
396,Alwar,Saline,6.901016785391369,2.4435398882231434,31.433870561912933,19.26397360657201,42.824211793000615
399,Alwar,Black lava soil,7.475517484570775,2.3557052897327475,45.5645510052192,24.04018094701036,35.759672009847456
421,Alwar,Alkaline,7.600826452564627,1.485013862611532,30.23039610816576,14.631556705411237,40.40541271450412
435,Alwar,Alkaline,8.400715049633243,1.3492060085983344,20.734907585512158,19.375565573249663,40.0784889797888
443,Alwar,Nitrogenous,7.752143926692137,2.1454823650687214,27.46495670364972,17.430496866755785,34.00524301003062
449,Alwar,Loamy,7.493347682310683,1.7000889883400754,22.206065024880797,24.096866340697037,42.11944741221993
451,Alwar,Nitrogenous,6.933084821596823,1.7937604940560317,26.306512508352185,11.864975395666256,50.11295115284741
452,Alwar,Loamy,8.126270365514616,1.6104902892400073,31.36210698326805,22.08732544910648,45.95542927386738
454,Alwar,Black lava soil,8.145379212061215,3.293954486765342,24.001373674548933,23.494598425403943,37.95099378103234
458,Alwar,Saline,8.286867108277553,2.2283440053652,22.519205934176757,15.408939167451042,46.61372233442568
494,Alwar,Nitrogenous,8.257722404176123,2.190867084481255,28.133157874984576,17.49901091452002,39.15073821161135
501,Alwar,Sandy,7.9208903873920065,1.4743899851087487,17.341153418745932,18.86446996109537,39.29121222986231
506,Alwar,Alkaline,8.14603016716326,1.625414136698379,36.57754145470052,21.05248149460752,39.19790309012326
508,Alwar,Chalky (Calcareous),8.34459446682584,2.8349613907023192,36.11974376573002,19.01189766102017,38.17379511255077
527,Alwar,Chalky (Calcareous),7.853516179805393,3.042356460615508,24.96044152285897,18.30120496176238,41.15803737084046
531,Alwar,Saline,7.097100172557898,2.505137293418008,29.778192722442192,26.89233677726904,36.64243896509727
564,Alwar,Alkaline,7.516859527450527,2.134296790522149,24.42588906323793,25.98455474380676,37.015526076340144
568,Alwar,Nitrogenous,7.679172255538002,1.4017210356916567,22.53245110873428,9.380262086496677,43.604984764528176
576,Alwar,Nitrogenous,6.298165699449735,2.6962279707415338,33.36146704020201,12.497617254184991,32.606114380768574
582,Alwar,Black lava soil,7.752867716236399,1.956649431925896,36.2880952817968,22.030280612140405,38.82537864239513
596,Alwar,Nitrogenous,7.0007795735616405,2.811628345264027,39.956852092084524,21.96456755274108,47.952017842868194
599,Alwar,Clay,7.585734658795196,2.5763240516308463,23.91298103251524,22.33975211065926,34.14859646801612
603,Alwar,Saline,7.069345210151446,3.0892810869958307,30.971667316691168,19.26329886689247,44.819627115277854
605,Alwar,Chalky (Calcareous),7.558289256006232,2.535757967790519,22.467329849048006,10.172220542617474,37.064423646899264
608,Alwar,Loamy,7.977042551078314,2.609240107435843,41.01006962329808,18.219539756904723,40.54785790038929
611,Alwar,Nitrogenous,8.250137304500495,2.0372547969133863,35.12816056936291,33.2100595524631,42.990495775237335
613,Alwar,Loamy,7.363533339887244,1.582155497489982,35.48610095803219,24.33593706413869,37.513228142929535
636,Alwar,Black lava soil,7.982077942085989,1.847277648779159,21.3540855524829,29.764586912447555,39.69451245997066
645,Alwar,Clay,7.336096770061738,1.286990941439774,31.96936609082372,24.146618862914316,36.84174237743178
646,Alwar,Clay,7.645601377569016,1.8182133525424853,29.079838004004987,7.560889712188343,38.89109298141932
660,Alwar,Black lava soil,7.38920015280748,1.2795091827375409,34.79408153233836,25.638431472582145,30.26328762929593
666,Alwar,Sandy,8.159098533617012,1.3209125392612031,27.783682675910484,18.55712441422949,39.4272028626374
678,Alwar,Chalky (Calcareous),6.529070670310297,1.9980979331646005,22.04929084659851,16.676744512489687,35.485955365186
694,Alwar,Clay,7.518787429667933,1.8426545856059535,30.64684003351909,8.096304472382513,30.851590923959584
705,Alwar,Saline,7.641526581129327,1.8303444064309204,29.79331397595415,20.097998082888143,35.98784980067582
707,Alwar,Saline,7.910149187254483,1.524523308452764,33.47966050470425,17.41692900619946,34.88373388312208
710,Alwar,Loamy,7.491888441202029,2.5784168905184943,31.98698511729617,16.262721730208938,38.59748973294192
733,Alwar,Black lava soil,7.037968596329467,1.3732469938141192,28.925225809605244,21.928749840908477,43.51329999249653
744,Alwar,Chalky (Calcareous),7.784136688576392,2.5431903556029187,31.666849256304392,7.535947503023232,37.50430524264817
751,Alwar,Sandy,6.307547245524709,2.1730586643988614,32.460071402834494,30.321100674262052,40.79047437933405
764,Alwar,Clay,8.496018317979654,2.916948273012188,25.66038768624423,22.78568809201741,43.74641278439726
770,Alwar,Loamy,6.939791040531805,1.6225669017140394,30.160715734822805,11.371144375937131,40.11169619659304
775,Alwar,Saline,7.050600094878082,2.2755085301131497,26.3325896666086,18.49587021983851,31.863441360263423
790,Alwar,Saline,6.833775826052717,2.5855838163530733,22.675126269475555,16.657725445734112,35.009526861154825
793,Alwar,Clay,7.768739352303214,1.7107701355618343,29.61252850053506,19.70784940501256,44.13201658665263
836,Alwar,Chalky (Calcareous),7.657222295437426,1.8205208074102928,33.64886468517098,15.344991441837792,40.2151548666064
838,Alwar,Alkaline,7.579046949288393,2.0167217339865755,29.590528102137537,24.95595556463333,43.73722485713528
850,Alwar,Black lava soil,7.668138944623781,1.6314853194236514,35.28362455640209,24.834035521252723,43.59584333177719
855,Alwar,Black lava soil,7.148041837292228,1.47264777251704,29.663848464019345,19.587037123243547,43.849843656676114
870,Alwar,Black lava soil,7.042261485454854,2.063229609530345,27.485656231645223,25.89432968518469,46.55581148301808
884,Alwar,Loamy,7.285840871101122,1.9947674354736356,24.32914427361105,25.14590218063984,31.029282444007
914,Alwar,Saline,6.957126144609226,2.014898082560712,26.79922771582694,27.418719551018533,36.32594551232904
924,Alwar,Nitrogenous,7.09886408303274,1.747683128855383,25.984445830233422,16.34071345792057,53.60956073953247
939,Alwar,Loamy,8.22780023962865,2.5158268872875875,22.955404486547376,22.22447947504942,44.25359697230324
946,Alwar,Saline,8.271368183639888,2.121737538568385,27.979214202603487,20.008974364390536,40.58853709230479
950,Alwar,Black lava soil,7.510944410582417,2.1584760034920576,34.05013619253058,16.37569458099974,40.270258314230006
951,Alwar,Saline,7.562774293325574,1.5219707241583027,41.588183943369394,12.963532782537987,33.50948048156421
963,Alwar,Black lava soil,7.575703698036009,1.7105241213255384,25.518162260874096,17.75652158690258,41.17129632228383
968,Alwar,Nitrogenous,7.468553066550071,1.7760611775340207,33.29071518001282,18.023582259919092,47.96482048013691
969,Alwar,Black lava soil,8.23260525174069,1.5542282550727475,30.3485213471464,16.746716893319025,38.36676218405695
972,Alwar,Saline,8.527096920628034,2.073910369518264,22.918655703296963,16.78611808550026,37.70561577487501
