,District,Soil_Type,pH_Level,Organic_Matter(%),Nitrogen_Content(kg/ha),Phosphorus_Content(kg/ha),Potassium_Content(kg/ha)
220,Nagaur,Nitrogenous,6.749889069276532,1.6105814785897827,36.7553644620657,24.43095594292398,39.68680211336383
277,Nagaur,Sandy,7.297819003654989,1.6568604321224578,22.836643551301737,20.72918235107692,42.92649718258169
282,Nagaur,Alkaline,7.165827402576599,1.969462164323812,24.707796831791736,7.509694912535302,41.00229815706864
295,Nagaur,Chalky (Calcareous),7.757031276212388,1.7694151339826905,33.7828233745657,13.027524655703692,45.269457761479416
313,Nagaur,Saline,7.214679784899943,2.4262343217164752,23.85408201099792,27.260588495912803,40.07074632482879
351,Nagaur,Chalky (Calcareous),7.647485727854411,1.2513711774106775,36.40469788333364,16.672888509352696,43.60951742719071
352,Nagaur,Sandy,6.865000701303062,2.3344200652731093,33.359723039072485,21.921010360029484,35.027857391001035
366,Nagaur,Loamy,7.934386250295385,1.4068317864450728,32.93927944068867,23.098693923514343,30.44341554168748
370,Nagaur,Clay,6.187591471812944,3.2745048543588613,32.65513047447105,20.744384019588452,45.907838582095735
377,Nagaur,Chalky (Calcareous),7.262910912448017,1.6141140213035623,38.047603328879866,21.13747937866027,43.17983875355869
388,Nagaur,Nitrogenous,7.793631206732089,1.8971860731783765,30.4141628525905,16.35914049515092,48.74068534560418
409,Nagaur,Nitrogenous,8.035540250201402,0.9627568244918444,29.88982567997865,25.60930752397126,39.06660518843277
431,Nagaur,Alkaline,7.494566431482514,2.068676239703518,44.59086777530047,19.07927092158399,34.349106352576584
434,Nagaur,Alkaline,7.654947389690317,1.3632072257017005,27.926865497140685,15.024130200503812,42.7484159314513
459,Nagaur,Black lava soil,7.415438657178591,2.039786767471083,33.79412208081805,23.481614310401618,41.3939990619273
482,Nagaur,Black lava soil,7.236734156451979,1.7382120057967083,26.17906606681077,24.38086965846538,36.45284421335762
491,Nagaur,Alkaline,8.19974321348617,1.685672847462715,28.612431905698838,14.81845376313115,38.98269429459848
496,Nagaur,Clay,8.479918627372337,2.2253065247156942,30.413864518927127,20.18391416587117,28.07846605607127
516,Nagaur,Sandy,8.450134212155483,2.51152827762612,38.21770754560265,21.95563938466363,45.83754911493223
521,Nagaur,Sandy,7.61029176886868,1.3645241394538583,28.107101283934227,24.49334580169587,40.18848286561961
522,Nagaur,Nitrogenous,7.829765734794569,2.883255900163817,35.19303034604408,20.46579168849871,37.44505414902137
546,Nagaur,Saline,7.427560719026056,2.021520435425194,35.11420735775382,19.047769070353915,37.12958711456365
570,Nagaur,Sandy,7.621567327569244,1.7648983306073442,33.06166107001256,15.107058050056729,33.092041407682096
586,Nagaur,Nitrogenous,7.01664905464867,1.601967931139683,30.514586952616185,8.429779669999473,48.367209428114926
593,Nagaur,Sandy,7.56295069419748,2.425562049190119,36.11927959271296,21.68977777072513,37.03879577593592
594,Nagaur,Black lava soil,7.987856688834625,2.0003777537272978,33.429289093042094,9.231347131042693,42.23490858504926
614,Nagaur,Black lava soil,7.788225672561211,1.2457220158935718,30.924852875365783,22.263781760383477,48.53664904779612
628,Nagaur,Black lava soil,7.257870824034585,1.97703558562992,29.9171579508874,23.41662255758046,42.95372167755163
631,Nagaur,Sandy,7.72424272709822,1.920731153791772,25.40990469180517,20.46188395819962,32.17688936332098
647,Nagaur,Saline,7.984684651204027,1.684298722216721,30.26263184107658,16.2202464665404,41.80220838146386
650,Nagaur,Black lava soil,7.2151505185371345,1.8210860332793664,43.189408761301,21.50936690360506,38.06838762276412
652,Nagaur,Saline,8.208205895850146,2.38661999333288,29.2108124507987,21.541460318194105,36.99807153564447
671,Nagaur,Black lava soil,7.382363045013781,3.072912462538244,22.275320389233,10.090177571306434,32.50409399021151
681,Nagaur,Black lava soil,8.16848453677798,1.958873150164273,31.532254314816704,17.811313387978377,40.90994941311399
688,Nagaur,Black lava soil,6.550164859570559,1.9358682597580843,23.08329611514195,24.50864348570137,43.92073208176749
699,Nagaur,Saline,7.690712808767171,2.498632783829436,35.90945021279447,19.66775512345272,38.209602769103405
714,Nagaur,Sandy,7.433498418034969,1.3395538587469191,40.71503527292455,17.651177678314316,40.79378025468771
717,Nagaur,Sandy,7.551769076974588,2.7155760588808704,28.699818749097776,15.59994009154618,41.3459046012758
720,Nagaur,Sandy,6.855259706395156,2.029224740352825,34.563101612702205,22.108584665015485,39.70172844003904
741,Nagaur,Clay,6.918478674857699,1.7932881146817794,30.16198106841789,27.311273020173644,38.54773041886106
743,Nagaur,Black lava soil,7.730412432701932,2.5241999439067704,29.594664472822917,28.722919350376245,44.29916780733729
745,Nagaur,Loamy,8.098584013623928,1.596204329950852,28.882637473815304,14.775818430484644,48.91961297600884
749,Nagaur,Black lava soil,7.038905547284187,1.52269094902497,32.59109475222706,17.46905469457332,39.1024271256376
762,Nagaur,Loamy,7.72083128209303,1.283134987594886,25.812971373422545,9.465554426869597,32.88020943901196
765,Nagaur,Chalky (Calcareous),7.201260570987798,1.252229231750898,29.938507753459717,19.135771625929447,37.82117751514691
768,Nagaur,Saline,7.181888143674035,1.7174697632244038,39.35537241154057,15.745579554805506,52.20610861235957
769,Nagaur,Black lava soil,7.718563389865526,2.046027568655996,32.38120176693833,32.64963874625976,35.03203498034276
778,Nagaur,Black lava soil,8.005419867510156,3.764527593785242,23.777567750555672,22.24913606863255,36.46223857352947
781,Nagaur,Sandy,7.643781952583664,1.4179746837970872,28.21004782793332,15.70193243060773,35.54715594704493
796,Nagaur,Saline,6.8422793464750775,2.654722050701324,28.61555322115598,16.641396053709613,33.72919506502198
813,Nagaur,Black lava soil,7.030422215114659,1.8078063117035397,28.97116503161414,28.02809916282559,29.596297373045108
816,Nagaur,Nitrogenous,7.671463188660671,2.6217345641729817,26.10312337369941,16.740557087343095,38.45519992701046
865,Nagaur,Clay,7.853795910987309,2.589126423774001,32.040679563891786,13.12182955606819,37.63177271174405
869,Nagaur,Black lava soil,6.99104425476142,1.5889171966552966,23.56197358173469,15.497757693109866,47.09727840398919
888,Nagaur,Loamy,8.382456902775386,3.3961044339549806,30.455840733332195,23.94102070398593,31.09687163546256
893,Nagaur,Clay,7.069717298093057,1.8384788156134968,28.16381499600357,17.893215961147792,43.10673369984551
911,Nagaur,Black lava soil,7.632145105076625,2.656891088285904,29.922641796366303,15.66012288735834,38.93203378897479
919,Nagaur,Black lava soil,7.169582882094927,1.2135053714635695,24.73726404064945,24.97149413343812,41.27365568690104
922,Nagaur,Loamy,7.617727897555557,0.1558173542857779,25.96174721126617,18.042150113219805,47.52531019304165
923,Nagaur,Saline,6.959998695808934,2.0813983090499564,37.47515154867919,13.435157350263635,41.96987612932201
925,Nagaur,Loamy,7.922227936035833,2.5508689308931043,32.45996743418248,11.96871605799021,41.974789851616535
930,Nagaur,Alkaline,8.051860006861299,1.807755439479241,29.683050739825948,22.41395062030159,45.41791551554998
936,Nagaur,Saline,7.766391604661312,1.5972366587447395,28.92443099914755,27.71138313830651,44.97175759907712
953,Nagaur,Clay,7.484868471201507,3.299411450037291,21.379690945659824,23.46911726929551,45.83264168110502
961,Nagaur,Nitrogenous,7.222356948699482,2.2139813132763173,38.61537358823125,28.19628258370876,30.38614113968832
983,Nagaur,Saline,7.501115811081201,1.8626781253168516,27.71390730340402,16.55444101139105,42.338450519294426
995,Nagaur,Saline,7.660465030962829,1.506067044930114,33.61518969789932,20.427566648197995,31.421458406809357
