,District,Soil_Type,pH_Level,Organic_Matter(%),Nitrogen_Content(kg/ha),Phosphorus_Content(kg/ha),Potassium_Content(kg/ha)
771,Udaipur,Chalky (Calcareous),8.346773566706837,2.075703695312389,28.53657270512361,16.90919775658186,44.49255852275783
785,Udaipur,Sandy,6.839222106744474,2.0105463739252936,24.34466382248706,19.66361267543233,34.62669480283569
789,Udaipur,Loamy,8.041572606330368,1.0807406883639643,34.49058662061174,18.161077367144724,43.51266656966928
800,Udaipur,Black lava soil,7.892592541155188,1.1111595188148993,33.57372824944473,18.831379710741373,43.537288554321904
803,Udaipur,Sandy,7.702411704404134,1.9824517666077028,25.73033545769972,26.45230370688175,40.27599621265045
808,Udaipur,Black lava soil,7.883194238286199,1.7930525288625716,32.303986218079835,12.38832840859128,43.98987627290953
812,Udaipur,Alkaline,8.268030590854764,2.298768852947364,26.443483865252603,20.585621080749256,41.181118231321165
818,Udaipur,Nitrogenous,7.261561769678082,2.838557935093436,22.69749550290756,25.95630340815916,43.3756852820346
834,Udaipur,Black lava soil,7.258170681281216,1.87663778794278,29.157901439855596,23.01822869480369,46.87305633788277
846,Udaipur,Clay,6.98044441581613,2.8437740276183967,31.22557142186309,23.63397023200902,36.85925300122179
848,Udaipur,Black lava soil,7.844102653226441,1.778196584896307,25.730884562478117,16.78408328986485,43.4947653585871
897,Udaipur,Nitrogenous,7.1862896327868135,2.61442827510028,32.30539016148217,21.25314116051651,44.04285503445058
901,Udaipur,Nitrogenous,6.379042032745543,2.102727843518152,26.121966976988045,15.99832296917348,37.50506372010444
909,Udaipur,Nitrogenous,7.735254923689278,2.005931339590392,25.096059957932205,23.699720256896583,48.39873691110765
912,Udaipur,Chalky (Calcareous),6.733658014538133,1.4357046634514827,34.86221998959005,24.36393707234805,41.815021424030384
918,Udaipur,Black lava soil,7.076751098565547,2.303973783502877,26.222505584330253,19.49006672703161,47.2347207319349
942,Udaipur,Clay,7.666359664792594,1.3334259957613956,28.76332018051791,21.66615267495011,46.49574910273834
949,Udaipur,Chalky (Calcareous),7.095054950455296,2.709517805683632,31.46676018161492,23.649096811338158,46.9596044383996
955,Udaipur,Alkaline,7.801236718141181,2.520028945396694,24.905650214666323,18.861145104381823,35.29992033938123
966,Udaipur,Loamy,7.403195244482246,2.372293199236565,33.20973564721851,18.64866197818056,41.08859100543583
985,Udaipur,Sandy,7.800366507572796,1.5468923339763945,30.709899569370027,21.568615914484536,32.57697604040174
